OBJECTID,FID_road,FCLASS,URBAN_CODE,ROUNDED_SPEED,Volume,Capacity,VCR,Artificial,MODE_TYPE,MILES,FID_HighwayBridge_3state,HighwayBridgeId,BridgeClass,Tract,Name,Owner,BridgeType,Width,NumSpans,Length,MaxSpanLength,SkewAngle,SeatLength,SeatWidth,YearBuilt,YearRemodeled,PierType,FoundationType,ScourIndex,Traffic,TrafficIndex,Condition,Cost,Latitude,Longitude,Comment
89,45520,1,99999,75,7250.000000000000000,21136.363636363650585,0.343010752688171,0,road,9.192303865810430,16927,ID000709,HWB3 ,16031950100,RAFT RIVER,State Highway Agency,104,12.0000000,1,16,15,0,,,1967,,,,3,4350,,666,672.509000000000015,42.436875000000001,-113.344341999999997,
90,186373,3,99999,55,2350.000000000000000,19390.976331360951008,0.121190390821083,0,road,8.764304366876511,16154,ID002950,HWB17,16005001900,PORTNEUF RIVER,State Highway Agency,502,16.0000000,3,78,37,25,,,1977,,,,5,3500,,756,4097.213399999999638,42.622777999999997,-111.996388999999994,
91,186374,3,99999,55,2350.000000000000000,19390.976331360951008,0.121190390821083,0,road,4.091945622228290,16154,ID002950,HWB17,16005001900,PORTNEUF RIVER,State Highway Agency,502,16.0000000,3,78,37,25,,,1977,,,,5,3500,,756,4097.213399999999638,42.622777999999997,-111.996388999999994,
92,293291,5,99999,55,235.000000000000000,5000.000000000000000,0.047000000000000,0,road,0.084888157739924,16154,ID002950,HWB17,16005001900,PORTNEUF RIVER,State Highway Agency,502,16.0000000,3,78,37,25,,,1977,,,,5,3500,,756,4097.213399999999638,42.622777999999997,-111.996388999999994,
93,186373,3,99999,55,2350.000000000000000,19390.976331360951008,0.121190390821083,0,road,8.764304366876511,16261,ID002949,HWB19,16005001900,PORTNEUF RIVER,State Highway Agency,502,25.0000000,2,55,32,0,,,2008,,,,8,5000,,788,5718.752999999999702,42.619444000000001,-112.046110999999996,
94,293290,5,99999,55,235.000000000000000,9663.923076923099870,0.024317246539469,0,road,6.960608081663760,19164,ID003257,HWB4 ,16005001900,PORTNEUF RIVER,County Highway Agency,102,10.0000000,1,26,24,0,,,2009,,,,8,470,,778,1081.364199999999983,42.631667000000000,-111.999443999999997,
95,186373,3,99999,55,2350.000000000000000,19390.976331360951008,0.121190390821083,0,road,8.764304366876511,15755,ID002948,HWB16,16005001900,UPRR & CANAL; TOPAZ OP,State Highway Agency,402,25.0000000,3,187,98,0,,,2011,,,,8,4900,,768,28654.162400000001071,42.623333000000002,-112.118888999999996,
96,45047,1,99999,75,4750.000000000000000,24000.000000000000000,0.197916666666667,0,road,0.498829091043339,15844,ID000233,HWB17,16005001900,I 15 SB-NB;MCCAMMON IC,State Highway Agency,502,10.0000000,5,69,15,13,,,1964,,,,N,640,,766,2265.286300000000210,42.617266999999998,-112.199228000000005,Functionally Obsolete
97,186373,3,99999,55,2350.000000000000000,19390.976331360951008,0.121190390821083,0,road,8.764304366876511,19006,ID002947,HWB4 ,16005001900,PORTNEUF RIVER,State Highway Agency,302,25.0000000,1,60,60,10,,,2011,,,,8,4800,,768,6238.639600000000428,42.628332999999998,-112.129722000000001,
98,186373,3,99999,55,2350.000000000000000,19390.976331360951008,0.121190390821083,0,road,8.764304366876511,16260,ID002946,HWB19,16005001900,PORTNEUF RIVER,State Highway Agency,502,25.0000000,3,106,38,16,,,2011,,,,8,4800,,778,11021.596600000000763,42.630833000000003,-112.136388999999994,
99,293290,5,99999,55,235.000000000000000,9663.923076923099870,0.024317246539469,0,road,6.960608081663760,16802,ID000426,HWB3 ,16005001900,DEER CROSSING,State Highway Agency,502,16.0000000,1,23,23,0,,,1977,,,,N,3500,,766,1288.975599999999986,42.663614000000003,-112.014019000000005,
100,44740,1,99999,75,4775.000000000000000,24034.166666666649689,0.198675496688742,0,road,2.505028878905420,15822,ID000143,HWB17,16005001900,ROBIN RD GS,State Highway Agency,502,12.0000000,3,41,13,30,,,1964,,,,N,5250,,656,1615.247599999999920,42.642161000000002,-112.206080999999998,Functionally Obsolete
101,44740,1,99999,75,4775.000000000000000,24034.166666666649689,0.198675496688742,0,road,2.505028878905420,15823,ID000144,HWB17,16005001900,ROBIN RD GS,State Highway Agency,502,12.0000000,3,41,13,30,,,1964,,,,N,5250,,656,1615.247599999999920,42.641939000000001,-112.206413999999995,Functionally Obsolete
102,45520,1,99999,75,7250.000000000000000,21136.363636363650585,0.343010752688171,0,road,9.192303865810430,16035,ID001637,HWB17,16031950100,I 84 EB-WB;COTTERELL GS,State Highway Agency,502,9.0000000,5,77,17,30,,,1967,,,,N,50,,766,2275.135299999999916,42.488089000000002,-113.394746999999995,
103,184174,3,99999,55,1900.000000000000000,21025.274725274699449,0.090367428003972,0,road,0.247265126906540,16201,ID000234,HWB19,16005001900,PORTNEUF RIVER;MCCAMMON,State Highway Agency,502,23.0000000,3,63,21,0,,,2001,2001,,,3,6000,,656,6026.525899999999638,42.660682999999999,-112.195466999999994,
104,184174,3,99999,55,1900.000000000000000,21025.274725274699449,0.090367428003972,0,road,0.247265126906540,16202,ID000235,HWB19,16005001900,UPRR;N.MCCAMMON OP,State Highway Agency,502,23.0000000,3,57,20,27,,,2001,2001,,,N,6000,,655,5452.570999999999913,42.660739000000000,-112.196299999999994,
105,44741,1,99999,75,4800.000000000000000,24075.829383886248252,0.199370078740158,0,road,0.298051643610102,15749,ID002898,HWB16,16005001900,I 15;N. MCCAMMON IC,State Highway Agency,402,20.0000000,2,83,41,11,,,2012,,,,N,10500,,778,10174.526099999999133,42.661110999999998,-112.211944000000003,
106,45055,1,99999,75,4800.000000000000000,24075.829383886248252,0.199370078740158,0,road,0.310633829945409,15749,ID002898,HWB16,16005001900,I 15;N. MCCAMMON IC,State Highway Agency,402,20.0000000,2,83,41,11,,,2012,,,,N,10500,,778,10174.526099999999133,42.661110999999998,-112.211944000000003,
107,179674,3,99999,55,305.000000000000000,8018.587628866000159,0.038036623669489,0,road,0.065692287037960,15749,ID002898,HWB16,16005001900,I 15;N. MCCAMMON IC,State Highway Agency,402,20.0000000,2,83,41,11,,,2012,,,,N,10500,,778,10174.526099999999133,42.661110999999998,-112.211944000000003,
108,179675,3,99999,55,350.000000000000000,8523.333333333350311,0.041063746578021,0,road,0.002284495750610,15749,ID002898,HWB16,16005001900,I 15;N. MCCAMMON IC,State Highway Agency,402,20.0000000,2,83,41,11,,,2012,,,,N,10500,,778,10174.526099999999133,42.661110999999998,-112.211944000000003,
109,179939,3,99999,55,425.000000000000000,8346.062992126000609,0.050922213311949,0,road,0.124987813365038,15749,ID002898,HWB16,16005001900,I 15;N. MCCAMMON IC,State Highway Agency,402,20.0000000,2,83,41,11,,,2012,,,,N,10500,,778,10174.526099999999133,42.661110999999998,-112.211944000000003,
110,198699,3,99999,65,1635.000000000000000,5000.000000000000000,0.327000000000000,0,road,8.333691310989380,16970,ID000841,HWB3 ,16083001500,HIGH LINE CANAL,State Highway Agency,302,11.0000000,1,24,23,30,,,1956,,,,8,5500,,666,924.699899999999957,42.325003000000002,-114.574689000000006,
111,198699,3,99999,65,1635.000000000000000,5000.000000000000000,0.327000000000000,0,road,8.333691310989380,19047,ID003025,HWB4 ,16083001500,LATERAL NO. 1,State Highway Agency,505,23.0000000,1,20,19,27,,,2006,,,,8,3900,,887,1913.182800000000043,42.325000000000003,-114.574721999999994,
112,287225,5,99999,25,186.000000000000000,9536.605769230749502,0.019503794589068,0,road,10.413419472996001,16574,ID003279,HWB28,16029960100,DRAIN DITCH,County Highway Agency,219,10.0000000,3,8,3,30,,,1976,,,,8,200,,NNN,210.126499999999993,42.722777999999998,-111.889443999999997,
113,45520,1,99999,75,7250.000000000000000,21136.363636363650585,0.343010752688171,0,road,9.192303865810430,15905,ID000729,HWB17,16031950100,I 84;MALTA-YALE RD IC,State Highway Agency,502,10.0000000,5,67,15,0,,,1963,,,,N,820,,666,2199.625799999999799,42.515728000000003,-113.422111000000001,Functionally Obsolete
114,295589,5,99999,55,477.000000000000000,10061.205882352949629,0.047409823989055,0,road,4.962250025771940,16888,ID000598,HWB3 ,16031950100,CANAL,State Highway Agency,107,20.0000000,1,10,10,40,,,1985,,,,8,1400,,666,700.530200000000036,42.487285999999997,-113.628227999999993,
115,295589,5,99999,55,477.000000000000000,10061.205882352949629,0.047409823989055,0,road,4.962250025771940,16889,ID000599,HWB3 ,16031950200,CANAL,State Highway Agency,107,20.0000000,1,7,7,15,,,1985,,,,8,1400,,666,490.371100000000013,42.494619000000000,-113.628377999999998,
116,307410,5,99999,65,394.000000000000000,13290.760563380299573,0.029644654128040,0,road,11.004695851446799,19033,ID003001,HWB4 ,16031950200,'J' CANAL,State Highway Agency,505,13.0000000,1,18,17,10,,,2006,,,,8,870,,788,973.227800000000002,42.526111000000000,-113.578056000000004,
117,307410,5,99999,65,394.000000000000000,13290.760563380299573,0.029644654128040,0,road,11.004695851446799,19034,ID003002,HWB4 ,16031950200,'H' CANAL,State Highway Agency,505,13.0000000,1,16,15,43,,,2006,,,,8,1300,,788,865.091400000000021,42.522221999999999,-113.606388999999993,
118,307410,5,99999,65,394.000000000000000,13290.760563380299573,0.029644654128040,0,road,11.004695851446799,17368,ID001596,HWB3 ,16031950200,MARSH CREEK,City or Municipal High...,107,10.0000000,1,8,8,35,,,1981,,,,8,80,,666,280.212100000000021,42.520544000000001,-113.625589000000005,
119,307410,5,99999,65,394.000000000000000,13290.760563380299573,0.029644654128040,0,road,11.004695851446799,19035,ID003003,HWB4 ,16031950200,MARSH CREEK,State Highway Agency,505,12.0000000,1,14,13,15,,,2013,,,,8,1500,,887,698.727600000000052,42.520277999999998,-113.625277999999994,
120,307407,5,99999,65,367.000000000000000,13959.431818181799827,0.026290468321353,0,road,4.159369055896600,19036,ID003004,HWB4 ,16031950200,'G' CANAL,State Highway Agency,107,17.0000000,1,7,7,30,,,2013,,,,8,1900,,888,494.932099999999991,42.520277999999998,-113.629722000000001,
121,295589,5,99999,55,477.000000000000000,10061.205882352949629,0.047409823989055,0,road,4.962250025771940,16890,ID000600,HWB3 ,16031950200,MARSH CREEK,State Highway Agency,107,18.0000000,1,7,7,0,,,1960,,,,8,2000,,666,441.334000000000003,42.521003000000000,-113.628456000000000,
122,297214,5,99999,55,626.000000000000000,22500.000000000000000,0.027822222222222,0,road,3.257105919166740,16890,ID000600,HWB3 ,16031950200,MARSH CREEK,State Highway Agency,107,18.0000000,1,7,7,0,,,1960,,,,8,2000,,666,441.334000000000003,42.521003000000000,-113.628456000000000,
123,307407,5,99999,65,367.000000000000000,13959.431818181799827,0.026290468321353,0,road,4.159369055896600,16890,ID000600,HWB3 ,16031950200,MARSH CREEK,State Highway Agency,107,18.0000000,1,7,7,0,,,1960,,,,8,2000,,666,441.334000000000003,42.521003000000000,-113.628456000000000,
124,307410,5,99999,65,394.000000000000000,13290.760563380299573,0.029644654128040,0,road,11.004695851446799,16890,ID000600,HWB3 ,16031950200,MARSH CREEK,State Highway Agency,107,18.0000000,1,7,7,0,,,1960,,,,8,2000,,666,441.334000000000003,42.521003000000000,-113.628456000000000,
125,45225,1,99999,75,8272.000000000000000,22034.725022914750298,0.375407453072258,0,road,5.293532398397650,16925,ID000707,HWB3 ,16031950100,CO.RD.;HORSE BUTTE GS,State Highway Agency,107,52.0000000,1,7,7,0,,,1963,,,,N,8700,,666,1274.964999999999918,42.545282999999998,-113.472774999999999,Functionally Obsolete
126,297214,5,99999,55,626.000000000000000,22500.000000000000000,0.027822222222222,0,road,3.257105919166740,16891,ID000601,HWB3 ,16031950200,'G' CANAL,State Highway Agency,107,8.0000000,1,7,7,11,,,1950,,,,8,1900,,666,196.148500000000013,42.536372000000000,-113.628585999999999,
127,44620,1,99999,75,3200.000000000000000,26820.853080568700534,0.119310149844501,0,road,20.220023385292400,16667,ID000083,HWB3 ,16031950100,RAFT RIVER,State Highway Agency,104,12.0000000,1,16,15,0,,,1960,,,,3,3550,,666,672.509000000000015,42.597594000000001,-113.238513999999995,
128,44620,1,99999,75,3200.000000000000000,26820.853080568700534,0.119310149844501,0,road,20.220023385292400,17371,ID001599,HWB3 ,16031950100,RAFT RIVER,Other Local Agencies,104,8.0000000,1,16,15,0,,,1958,,,,3,100,,666,448.339299999999980,42.597071999999997,-113.238546999999997,
129,44620,1,99999,75,3200.000000000000000,26820.853080568700534,0.119310149844501,0,road,20.220023385292400,19707,ID000084,HWB5 ,16031950100,RAFT RIVER,State Highway Agency,104,13.0000000,2,16,8,0,,,1958,1958,,,5,3550,,665,682.868900000000053,42.597878000000001,-113.238567000000003,
130,44620,1,99999,75,3200.000000000000000,26820.853080568700534,0.119310149844501,0,road,20.220023385292400,19708,ID000085,HWB5 ,16031950100,YALE ROAD;RAFT RIVER IC,State Highway Agency,102,12.0000000,3,33,11,0,,,1960,,,,N,3550,,766,1300.077299999999923,42.598858000000000,-113.229185999999999,
131,44620,1,99999,75,3200.000000000000000,26820.853080568700534,0.119310149844501,0,road,20.220023385292400,19709,ID000086,HWB5 ,16031950100,YALE ROAD;RAFT RIVER IC,State Highway Agency,102,12.0000000,3,33,11,0,,,1960,,,,N,3550,,766,1300.077299999999923,42.599150000000002,-113.229253000000000,
132,44620,1,99999,75,3200.000000000000000,26820.853080568700534,0.119310149844501,0,road,20.220023385292400,19705,ID000081,HWB5 ,16031950100,COUNTY RD;OLD US 30N GS,State Highway Agency,102,12.0000000,3,33,11,0,,,1960,,,,N,3550,,766,1300.077299999999923,42.596224999999997,-113.248906000000005,
133,44620,1,99999,75,3200.000000000000000,26820.853080568700534,0.119310149844501,0,road,20.220023385292400,19706,ID000082,HWB5 ,16031950100,COUNTY RD;OLD US 30N GS,State Highway Agency,102,12.0000000,3,33,11,0,,,1960,,,,N,3550,,766,1300.077299999999923,42.596691999999997,-113.249019000000004,
134,294011,5,99999,55,278.000000000000000,5000.000000000000000,0.055600000000000,0,road,28.261154100829199,16818,ID000458,HWB3 ,16029960200,BLACKFOOT RIVER,State Highway Agency,502,12.0000000,1,29,29,25,,,1979,,,,8,300,,676,1218.922600000000102,42.826177999999999,-111.553738999999993,
135,44620,1,99999,75,3200.000000000000000,26820.853080568700534,0.119310149844501,0,road,20.220023385292400,16668,ID000087,HWB3 ,16077960100,CALLS ROAD GS,State Highway Agency,107,63.0000000,1,7,7,0,,,1979,,,,N,7100,,666,1544.669100000000071,42.612521999999998,-113.152930999999995,Functionally Obsolete
136,297214,5,99999,55,626.000000000000000,22500.000000000000000,0.027822222222222,0,road,3.257105919166740,16892,ID000602,HWB3 ,16031950200,'F' CANAL,State Highway Agency,104,10.0000000,1,11,10,0,,,1960,,,,8,1900,,666,385.291600000000017,42.546771999999997,-113.628608000000000,
137,44617,1,99999,75,3200.000000000000000,20921.327014218000841,0.152953968829286,0,road,15.610492683108101,15515,ID003285,HWB10,16077960100,I 86 EB-WB;COLDWATER IC,State Highway Agency,206,12.0000000,2,81,40,0,,,1981,,,,N,30,,667,2340.350100000000111,42.620556000000001,-113.121388999999994,
138,44620,1,99999,75,3200.000000000000000,26820.853080568700534,0.119310149844501,0,road,20.220023385292400,16665,ID000079,HWB3 ,16031950100,FARM RD;MACHINE PASS GS,State Highway Agency,107,15.0000000,1,8,7,0,,,1960,,,,N,3550,,666,420.318100000000015,42.582417000000000,-113.391971999999996,Functionally Obsolete
139,44620,1,99999,75,3200.000000000000000,26820.853080568700534,0.119310149844501,0,road,20.220023385292400,16666,ID000080,HWB3 ,16031950100,FARM RD;MACHINE PASS GS,State Highway Agency,107,15.0000000,1,7,7,0,,,1960,,,,N,3550,,666,367.778399999999976,42.582985999999998,-113.392083000000000,Functionally Obsolete
140,44617,1,99999,75,3200.000000000000000,20921.327014218000841,0.152953968829286,0,road,15.610492683108101,16424,ID000088,HWB28,16077960100,LANES GULCH,State Highway Agency,219,85.0000000,2,8,4,30,,,1981,,,,8,7100,,NNN,1786.075499999999920,42.620978000000001,-113.123186000000004,
141,44617,1,99999,75,3200.000000000000000,20921.327014218000841,0.152953968829286,0,road,15.610492683108101,16669,ID000089,HWB3 ,16077960100,FALL CREEK,State Highway Agency,502,13.0000000,1,31,30,0,,,1981,,,,8,3550,,776,1411.568400000000111,42.626719000000001,-113.085802999999999,
142,44617,1,99999,75,3200.000000000000000,20921.327014218000841,0.152953968829286,0,road,15.610492683108101,16670,ID000090,HWB3 ,16077960100,FALL CREEK,State Highway Agency,502,13.0000000,1,31,30,0,,,1981,,,,8,3550,,776,1411.568400000000111,42.626989000000002,-113.085960999999998,
143,44617,1,99999,75,3200.000000000000000,20921.327014218000841,0.152953968829286,0,road,15.610492683108101,17349,ID001548,HWB3 ,16077960100,FALL CREEK,County Highway Agency,502,10.0000000,1,31,30,0,,,1981,,,,8,95,,767,1085.821799999999939,42.626460999999999,-113.085642000000007,
144,276933,4,99999,60,1000.000000000000000,7515.000000000000000,0.133067198935462,0,road,4.192585084547600,19903,ID000422,HWB7 ,16083001400,MAIN CANAL,State Highway Agency,102,10.0000000,3,43,14,20,,,2007,2007,,,8,2500,,655,1788.410000000000082,42.475099999999998,-114.139760999999993,
145,276933,4,99999,60,1000.000000000000000,7515.000000000000000,0.133067198935462,0,road,4.192585084547600,16800,ID000421,HWB3 ,16083001400,DRY CREEK,State Highway Agency,111,9.0000000,1,18,17,0,,,1934,,,,8,2300,,554,567.429499999999962,42.474961000000000,-114.147969000000003,Structurally Deficient
146,44620,1,99999,75,3200.000000000000000,26820.853080568700534,0.119310149844501,0,road,20.220023385292400,15794,ID000077,HWB17,16031950100,I 84 WB-EB;SALT LAKE IC,State Highway Agency,502,10.0000000,4,70,21,45,,,1960,,,,N,3550,,555,2298.116500000000087,42.570760999999997,-113.517953000000006,Functionally Obsolete
147,45761,1,99999,75,8500.000000000000000,22189.393939393950859,0.383065892796175,0,road,5.412605277149980,15794,ID000077,HWB17,16031950100,I 84 WB-EB;SALT LAKE IC,State Highway Agency,502,10.0000000,4,70,21,45,,,1960,,,,N,3550,,555,2298.116500000000087,42.570760999999997,-113.517953000000006,Functionally Obsolete
148,45762,1,99999,75,8500.000000000000000,22189.393939393950859,0.383065892796175,0,road,0.614933047484024,15794,ID000077,HWB17,16031950100,I 84 WB-EB;SALT LAKE IC,State Highway Agency,502,10.0000000,4,70,21,45,,,1960,,,,N,3550,,555,2298.116500000000087,42.570760999999997,-113.517953000000006,Functionally Obsolete
149,44620,1,99999,75,3200.000000000000000,26820.853080568700534,0.119310149844501,0,road,20.220023385292400,15795,ID000078,HWB17,16031950100,I 84 WB-EB;SALT LAKE IC,State Highway Agency,502,10.0000000,4,70,21,45,,,1960,,,,N,3550,,655,2298.116500000000087,42.570292000000002,-113.517075000000006,Functionally Obsolete
150,45761,1,99999,75,8500.000000000000000,22189.393939393950859,0.383065892796175,0,road,5.412605277149980,15795,ID000078,HWB17,16031950100,I 84 WB-EB;SALT LAKE IC,State Highway Agency,502,10.0000000,4,70,21,45,,,1960,,,,N,3550,,655,2298.116500000000087,42.570292000000002,-113.517075000000006,Functionally Obsolete
151,45762,1,99999,75,8500.000000000000000,22189.393939393950859,0.383065892796175,0,road,0.614933047484024,15795,ID000078,HWB17,16031950100,I 84 WB-EB;SALT LAKE IC,State Highway Agency,502,10.0000000,4,70,21,45,,,1960,,,,N,3550,,655,2298.116500000000087,42.570292000000002,-113.517075000000006,Functionally Obsolete
152,275956,4,99999,60,850.000000000000000,7260.000000000000000,0.117079889807163,0,road,0.243696473601319,16259,ID002943,HWB19,16083001400,TWIN FALLS MAIN CANAL,State Highway Agency,502,11.0000000,2,46,23,20,,,2011,,,,8,2200,,788,2104.501099999999951,42.475000000000001,-114.173333000000000,
153,45761,1,99999,75,8500.000000000000000,22189.393939393950859,0.383065892796175,0,road,5.412605277149980,19786,ID000705,HWB5 ,16031950100,CO.RD.;NEWCOMB GS,State Highway Agency,102,12.0000000,3,33,11,0,,,1960,,,,N,7750,,655,1300.077299999999923,42.568416999999997,-113.546757999999997,
