OBJECTID,HighwayBridgeId,BridgeClass,Tract,Name,Owner,BridgeType,Width,NumSpans,Length,MaxSpanLength,SkewAngle,SeatLength,SeatWidth,YearBuilt,YearRemodeled,PierType,FoundationType,ScourIndex,Traffic,TrafficIndex,Condition,Cost,Latitude,Longitude,Comment
138,OR000490,HWB10,41011000900,CBRL,State Highway Agency,204,19.0000000,3,54,21,34,,,1949,,,,N,8200,,666,2627.821600000000217,43.245547000000002,-124.225149999999999,
139,OR000491,HWB10,41011000900,BEAVER CREEK,State Highway Agency,204,10.0000000,24,223,9,0,,,1949,,,,5,9300,,666,5711.542099999999664,43.288342000000000,-124.226803000000004,Functionally Obsolete
140,OR000492,HWB10,41011000900,BEAVER CREEK,State Highway Agency,204,10.0000000,24,223,9,0,,,1960,,,,5,9300,,666,5711.542099999999664,43.282407999999997,-124.231860999999995,Functionally Obsolete
141,OR000495,HWB10,41011001100,ENDICOT CREEK,State Highway Agency,204,11.0000000,3,37,15,0,,,1962,,,,8,2900,,666,1042.420499999999947,43.031010999999999,-124.097192000000007,
142,OR000497,HWB10,41017001001,DESCHUTES RIVER,State Highway Agency,202,10.0000000,5,105,27,0,,,1957,,,,8,10000,,666,2689.291099999999915,44.273547000000001,-121.258497000000006,Functionally Obsolete
143,OR000501,HWB10,41023960200,BEECH CREEK (6TH XING),State Highway Agency,202,9.0000000,3,39,15,30,,,1958,,,,5,380,,676,898.991599999999949,44.519435999999999,-119.040593999999999,
144,OR000503,HWB10,41023960100,CANYON CREEK,State Highway Agency,202,9.0000000,3,20,12,16,,,1962,,,,3,830,,778,461.021299999999997,44.320911000000002,-118.948469000000003,
145,OR000521,HWB10,41027950100,HOOD RIVER,State Highway Agency,202,11.0000000,3,43,27,45,,,1964,,,,3,1600,,767,1211.461600000000089,45.339533000000003,-121.570947000000004,Functionally Obsolete
146,OR000522,HWB10,41027950100,E FK HOOD RIVER,State Highway Agency,202,11.0000000,3,30,20,15,,,1962,,,,5,1600,,777,845.205799999999954,45.410755999999999,-121.570813999999999,
147,OR000540,HWB10,41039000404,FLAT CREEK,State Highway Agency,201,21.0000000,8,48,6,0,,,1947,,,,U,16200,,666,2581.719500000000153,44.227378000000002,-123.205010999999999,
148,OR000542,HWB10,41039000100,ELK CREEK,State Highway Agency,202,14.0000000,3,30,12,23,,,1975,1975,,,3,3100,,666,1075.716499999999996,44.149749999999997,-122.364783000000003,
149,OR000543,HWB10,41039001500,DECEPTION CREEK,State Highway Agency,204,11.0000000,3,29,18,30,,,1953,,,,7,6400,,776,817.032299999999964,43.767142000000000,-122.534428000000005,Functionally Obsolete
150,OR000546,HWB10,41039000904,LONG TOM RIVER,State Highway Agency,201,12.0000000,3,44,18,22,,,1966,,,,4,9200,,776,1352.329300000000103,44.064413999999999,-123.355796999999995,
151,OR000547,HWB10,41039000902,LONG TOM RIVER,County Highway Agency,201,9.0000000,3,34,13,0,,,1963,,,,5,6638,,766,783.736300000000028,44.059153000000002,-123.437939000000000,Functionally Obsolete
152,OR000549,HWB10,41041950601,SIJOTA CR (GOLF ACCESS),State Highway Agency,201,13.0000000,3,17,6,0,,,1955,,,,N,10500,,776,566.031799999999976,44.893672000000002,-124.017088999999999,
153,OR000550,HWB10,41041950601,FOGARTY CREEK,State Highway Agency,204,11.0000000,3,38,25,0,,,1955,,,,U,11500,,666,1070.594000000000051,44.896355999999997,-124.008514000000005,Functionally Obsolete
154,OR000558,HWB10,41045970900,BLACK CANYON CREEK,State Highway Agency,201,11.0000000,3,21,8,0,,,1959,,,,3,1400,,667,591.644099999999980,43.799194000000000,-117.891257999999993,
155,OR000559,HWB10,41045970900,BUCKAROO CABIN CREEK,State Highway Agency,201,13.0000000,3,25,10,0,,,1962,,,,3,1600,,777,832.399599999999964,43.873175000000003,-117.531581000000003,
156,OR000560,HWB10,41045970900,LITTLE SANDY CREEK,State Highway Agency,201,13.0000000,3,16,6,0,,,1962,,,,3,1600,,777,532.735800000000040,43.876328000000001,-117.518883000000002,
157,OR000567,HWB10,41053020400,ROGUE RIVER,State Highway Agency,204,11.0000000,3,23,15,0,,,1942,,,,3,7800,,766,647.991099999999960,45.060383000000002,-123.657860999999997,Functionally Obsolete
158,OR000568,HWB10,41057960400,SOUTH PRAIRIE CREEK,State Highway Agency,201,13.0000000,4,24,7,0,,,1949,,,,4,7500,,776,799.103700000000003,45.422708000000000,-123.824267000000006,
159,OR000569,HWB10,41057960400,ANDERSON CREEK,State Highway Agency,201,13.0000000,3,17,6,0,,,1949,,,,4,5800,,777,566.031799999999976,45.419635999999997,-123.824319000000003,
160,OR000573,HWB10,41057960800,THREE RIVERS,State Highway Agency,204,11.0000000,3,42,16,0,,,1949,,,,3,3500,,666,1183.288099999999986,45.229900000000001,-123.862217000000001,Functionally Obsolete
161,OR000575,HWB10,41057960800,THREE RIVERS,State Highway Agency,205,11.0000000,3,43,28,20,,,1986,,,,8,1300,,667,1211.461600000000089,45.180306000000002,-123.818678000000006,
162,OR000577,HWB10,41057960800,ALDER CREEK,State Highway Agency,201,8.0000000,3,13,6,0,,,1935,,,,3,1700,,656,266.367900000000020,45.146731000000003,-123.799650000000000,
163,OR000584,HWB10,41059950400,MID FK COLD SPRINGS CRK,State Highway Agency,202,9.0000000,3,27,17,30,,,1955,,,,3,290,,667,622.378799999999956,45.827621999999998,-118.870478000000006,
164,OR000585,HWB10,41057960800,BUCK CREEK,State Highway Agency,201,8.0000000,3,19,9,0,,,1935,,,,4,1700,,666,389.306899999999985,45.148660999999997,-123.798781000000005,
165,OR000602,HWB10,41059951100,BUTTER CREEK,State Highway Agency,201,13.0000000,3,24,10,11,,,1967,,,,5,13600,,776,799.103700000000003,45.786783000000000,-119.342183000000006,
166,OR000603,HWB10,41059951100,BUTTER CREEK,State Highway Agency,201,13.0000000,3,24,10,11,,,1967,,,,5,13600,,777,799.103700000000003,45.786436000000002,-119.342202999999998,
167,OR000605,HWB10,41045970900,COW CREEK,State Highway Agency,202,9.0000000,3,26,10,0,,,1975,1975,,,3,1600,,666,599.327700000000050,43.107275000000001,-117.057725000000005,
168,OR000609,HWB10,41051003601,UPRR,State Highway Agency,203,18.0000000,9,66,8,20,,,1916,,,,N,70600,,455,3042.740800000000036,45.578944000000000,-122.661264000000003,Structurally Deficient
169,OR000617,HWB10,41047010303,PUDDING RIVER,County Highway Agency,204,9.0000000,3,46,21,23,,,1961,,,,U,418,,666,1060.349099999999908,45.077328000000001,-122.850622000000001,
170,OR000627,HWB10,41005023800,BUTTE CREEK,County Highway Agency,201,11.0000000,3,34,13,10,,,1962,,,,U,20100,,776,957.899900000000002,45.101292000000001,-122.745643999999999,Functionally Obsolete
171,OR000628,HWB10,41005023800,BUTTE CREEK,County Highway Agency,204,9.0000000,3,46,21,16,,,1964,,,,8,386,,677,1060.349099999999908,45.071111000000002,-122.716711000000004,
172,OR000634,HWB10,41007951100,N FORK NECANICUM RIVER,State Highway Agency,203,11.0000000,3,30,17,0,,,1942,,,,7,9500,,566,845.205799999999954,45.909171999999998,-123.811241999999993,
173,OR000639,HWB10,41065970800,BAKEOVEN CREEK,County Highway Agency,204,9.0000000,3,30,12,20,,,1952,,,,5,107,,766,691.532000000000039,45.173281000000003,-121.072621999999996,
174,OR000642,HWB10,41053020302,LUCKIAMUTE RIVER,State Highway Agency,202,11.0000000,5,92,24,0,,,1954,,,,3,8100,,655,2591.964399999999841,44.780560999999999,-123.229264000000001,
175,OR000643,HWB10,41051010303,UPRR CONN RT,State Highway Agency,205,9.0000000,10,164,18,99,,,1945,,,,N,980,,766,3780.375000000000000,45.543528000000002,-122.407235999999997,Functionally Obsolete
176,OR000649,HWB10,41051002303,B-146 STEEL BR RP X UPRR,City or Municipal High...,204,12.0000000,6,97,31,30,,,1985,1985,,,N,8087,,567,2981.271299999999883,45.529693999999999,-122.666574999999995,Functionally Obsolete
177,OR000652,HWB10,41007951100,ECOLA CREEK,State Highway Agency,201,13.0000000,8,48,6,0,,,1952,,,,4,5700,,665,1598.207300000000032,45.934100000000001,-123.927350000000004,
178,OR000656,HWB10,41051002303,INTERSTATE AVE,County Highway Agency,202,27.0000000,2,38,16,0,,,1949,,,,N,29371,,766,2627.821600000000217,45.533067000000003,-122.671986000000004,Functionally Obsolete
179,OR000667,HWB10,41043030300,MINTO CREEK,State Highway Agency,204,13.0000000,3,19,11,0,,,1965,1965,,,3,5200,,656,632.623699999999985,44.627305999999997,-121.942175000000006,
180,OR000669,HWB10,41039003600,RIVERVIEW STREET,State Highway Agency,204,15.0000000,3,29,11,0,,,1951,,,,N,18300,,766,1114.134900000000016,44.042811000000000,-123.051669000000004,Functionally Obsolete
181,OR000679,HWB10,41069960100,BRIDGE CREEK,County Highway Agency,204,8.0000000,3,27,11,0,,,1929,,,,U,330,,566,553.225599999999986,44.557544000000000,-120.141955999999993,
182,OR000685,HWB10,41051002600,B-16 OVER UPRR,City or Municipal High...,202,18.0000000,3,30,12,22,,,1924,,,,N,21855,,666,1383.064000000000078,45.534610999999998,-122.630646999999996,Functionally Obsolete
183,OR000687,HWB10,41051001900,OWRR & N ACCESS ROAD,City or Municipal High...,202,24.0000000,3,27,12,42,,,1956,1956,,,N,22930,,666,1659.676799999999957,45.533903000000002,-122.625217000000006,
184,OR000689,HWB10,41051001801,B-30 OVER UPRR,City or Municipal High...,204,15.0000000,2,16,10,9,,,1917,,,,N,3496,,556,614.695100000000025,45.527616999999999,-122.608817000000002,
185,OR000691,HWB10,41051001801,B-31 OVER UPRR,City or Municipal High...,204,15.0000000,3,30,12,37,,,1917,,,,N,14284,,556,1152.553300000000036,45.529167000000001,-122.602171999999996,
186,OR000694,HWB10,41051002902,B-22 OVER UPRR,City or Municipal High...,204,15.0000000,2,16,10,0,,,1917,,,,N,2841,,556,614.695100000000025,45.535919000000000,-122.587114000000000,
187,OR000697,HWB10,41051002502,B-27 OVER UPRR,City or Municipal High...,203,18.0000000,12,128,13,0,,,1985,1985,,,N,6006,,555,5901.073099999999613,45.530571999999999,-122.637128000000004,
188,OR000699,HWB10,41051002402,B-26 OVER UPRR,City or Municipal High...,202,18.0000000,5,48,13,0,,,1986,1986,,,N,10821,,566,2212.902399999999943,45.530152999999999,-122.644878000000006,
189,OR000701,HWB10,41051002100,UPRR,State Highway Agency,204,11.0000000,6,111,26,14,,,1958,,,,N,11200,,666,3127.261399999999867,45.529860999999997,-122.650143999999997,
190,OR000707,HWB10,41051010303,NW GRAHAM RD,State Highway Agency,204,16.0000000,3,32,13,28,,,1948,,,,N,35300,,666,1311.349600000000009,45.544919000000000,-122.390794000000000,Functionally Obsolete
191,OR000708,HWB10,41051010305,NW GRAHAM RD,State Highway Agency,204,14.0000000,3,35,14,26,,,1958,,,,N,35300,,466,1255.002500000000055,45.545178000000000,-122.390944000000005,Structurally Deficient
192,OR000709,HWB10,41043030800,LEBANON DITCH,State Highway Agency,204,12.0000000,3,23,13,0,,,1947,,,,5,7000,,766,706.899400000000014,44.535891999999997,-122.905544000000006,
193,OR000710,HWB10,41031960100,N UNIT CANAL,State Highway Agency,201,13.0000000,2,11,6,0,,,1948,,,,5,9600,,667,366.255800000000022,44.668205999999998,-121.138480999999999,
194,OR000714,HWB10,41051002303,B-153 N INTERSTATE AVE,City or Municipal High...,202,11.0000000,21,308,19,0,,,1950,,,,N,13700,,555,8677.446099999999205,45.535328000000000,-122.673766999999998,Functionally Obsolete
195,OR000715,HWB10,41057960400,TRASK RIVER,State Highway Agency,204,12.0000000,11,102,21,0,,,1949,,,,3,7600,,766,3134.945099999999911,45.447775000000000,-123.842483000000001,
196,OR000716,HWB10,41057960400,FAWCETT CREEK,State Highway Agency,201,13.0000000,5,31,7,0,,,1950,,,,4,5200,,776,1032.175600000000031,45.389856000000002,-123.802931000000001,
197,OR000718,HWB10,41007951100,SUNSET BLVD,State Highway Agency,204,13.0000000,3,30,12,0,,,1952,,,,N,5700,,576,998.879599999999982,45.887683000000003,-123.958128000000002,
198,OR000720,HWB10,41047000200,WALLACE MARINE PARK,State Highway Agency,204,16.0000000,6,91,15,0,,,1984,1984,,,N,23100,,766,3729.150399999999991,44.945667000000000,-123.041539000000000,Functionally Obsolete
199,OR000721,HWB10,41023960100,JOHN DAY RIVER,County Highway Agency,202,10.0000000,3,19,12,0,,,1949,,,,5,91,,777,486.633600000000001,44.458202999999997,-118.709710999999999,
200,OR000722,HWB10,41061970200,WOLF CREEK WB,State Highway Agency,201,13.0000000,3,20,13,11,,,1974,,,,8,10300,,677,665.919700000000034,45.043353000000003,-117.935193999999996,
201,OR000723,HWB10,41061970200,WOLF CREEK EB,State Highway Agency,201,13.0000000,3,19,13,11,,,1974,,,,8,10300,,677,632.623699999999985,45.231332999999999,-118.012189000000006,
202,OR000725,HWB10,41061970200,UPRR,State Highway Agency,202,16.0000000,3,57,21,99,,,1972,1972,,,N,10600,,566,2335.841399999999794,45.023280999999997,-117.925206000000003,
203,OR000728,HWB10,41047010600,TUMBLE CREEK,State Highway Agency,204,11.0000000,3,40,15,0,,,1949,,,,3,6100,,666,1126.941000000000031,44.722175000000000,-122.187963999999994,Functionally Obsolete
204,OR000731,HWB10,41003001001,WPRR,State Highway Agency,204,20.0000000,4,76,25,42,,,1954,,,,N,10400,,556,3893.069100000000162,44.577578000000003,-123.258322000000007,
205,OR000732,HWB10,41019200000,FIRST ST,State Highway Agency,204,29.0000000,3,27,11,0,,,1966,1966,,,N,25100,,666,2005.442800000000034,42.927278000000001,-123.281192000000004,Functionally Obsolete
206,OR000735,HWB10,41053005201,OR 221 (HWY 150) CONN,State Highway Agency,204,9.0000000,3,46,18,0,,,1984,1984,,,N,46600,,566,1060.349099999999908,44.944636000000003,-123.048372000000001,Functionally Obsolete
207,OR000738,HWB10,41069960100,BRIDGE CREEK,State Highway Agency,204,10.0000000,3,36,14,30,,,1951,,,,3,960,,557,922.042699999999968,44.599361000000002,-120.216797000000000,
208,OR000739,HWB10,41065970600,ROCK CREEK,State Highway Agency,202,24.0000000,3,37,15,0,,,1953,,,,3,23400,,666,2274.371900000000096,45.686774999999997,-121.404641999999996,
209,OR000741,HWB10,41027950100,HERMAN CREEK,State Highway Agency,202,28.0000000,3,38,15,0,,,1952,,,,3,24700,,767,2725.148400000000038,45.677624999999999,-121.856131000000005,
210,OR000742,HWB10,41027950100,HERMAN CREEK,State Highway Agency,201,9.0000000,3,38,15,0,,,1965,,,,8,210,,777,875.940500000000043,45.677078000000002,-121.855536000000001,
211,OR000744,HWB10,41057960300,WARREN STREET,State Highway Agency,204,13.0000000,3,30,12,0,,,1952,,,,N,5200,,765,998.879599999999982,45.515332999999998,-123.882125000000002,
212,OR000745,HWB10,41007951200,BIG CREEK,State Highway Agency,204,12.0000000,3,48,19,0,,,1951,,,,3,8100,,666,1475.268299999999954,46.141852999999998,-123.402924999999996,Functionally Obsolete
213,OR000746,HWB10,41007950400,US 30 (HWY 2W),State Highway Agency,204,9.0000000,3,30,12,8,,,1951,,,,N,107,,766,691.532000000000039,46.166652999999997,-123.603224999999995,Functionally Obsolete
214,OR000747,HWB10,41057960200,KILCHIS R. & POSSETTI RD,State Highway Agency,204,11.0000000,9,84,19,0,,,1952,,,,3,12500,,665,2366.576199999999972,45.559455999999997,-123.912255999999999,Functionally Obsolete
215,OR000750,HWB10,41047001803,I-5 (HWY 1),State Highway Agency,204,9.0000000,4,76,22,46,,,1954,,,,N,1616,,666,1751.881100000000060,44.868302999999997,-123.003699999999995,Functionally Obsolete
216,OR000757,HWB10,41057960300,CATTLEPASS & DRAINAGE,State Highway Agency,201,11.0000000,3,18,7,0,,,1952,,,,5,12500,,665,507.123499999999979,45.504108000000002,-123.864006000000003,Functionally Obsolete
217,OR000758,HWB10,41057960300,CATTLEPASS & DRAINAGE,State Highway Agency,201,11.0000000,3,18,7,0,,,1952,,,,5,12500,,666,507.123499999999979,45.554158000000001,-123.899675000000002,Functionally Obsolete
218,OR000759,HWB10,41069960100,W BRANCH BRIDGE CREEK,State Highway Agency,204,8.0000000,3,30,12,45,,,1953,,,,U,960,,566,614.695100000000025,44.601492000000000,-120.230874999999997,
219,OR000760,HWB10,41069960100,BRIDGE CREEK,State Highway Agency,204,8.0000000,3,27,11,45,,,1953,,,,U,960,,566,553.225599999999986,44.591935999999997,-120.205036000000007,
220,OR000761,HWB10,41069960100,BRIDGE CREEK,State Highway Agency,204,8.0000000,3,30,12,60,,,1953,,,,U,960,,555,614.695100000000025,44.577075000000001,-120.176132999999993,
221,OR000766,HWB10,41019050001,I-5 (HWY 001),State Highway Agency,205,9.0000000,4,104,22,0,,,1976,,,,N,930,,666,2397.311000000000149,43.436314000000003,-123.313614000000001,Functionally Obsolete
222,OR000768,HWB10,41009970200,CLATSKANIE RIVER,State Highway Agency,204,12.0000000,3,40,15,0,,,1954,,,,4,8400,,764,1229.390200000000050,46.095514000000001,-123.080574999999996,Structurally Deficient
223,OR000775,HWB10,41019050001,I-5 (HWY 001)@ METZ HILL,State Highway Agency,204,9.0000000,4,54,15,15,,,1953,,,,N,760,,666,1244.757599999999911,43.460889000000002,-123.321691999999999,Functionally Obsolete
224,OR000776,HWB10,41065970600,TAYLOR-FRANTZ RD,State Highway Agency,202,25.0000000,3,28,11,0,,,1954,,,,N,22300,,667,1792.860799999999927,45.648896999999998,-121.210774999999998,
225,OR000777,HWB10,41065970600,ROWENA CONN,State Highway Agency,201,26.0000000,3,27,10,0,,,1976,1976,,,N,23500,,666,1797.983199999999897,45.676439000000002,-121.279244000000006,Functionally Obsolete
226,OR000790,HWB10,41053020303,N FORK ASH CREEK,State Highway Agency,201,13.0000000,3,16,6,45,,,1954,,,,3,12400,,776,532.735800000000040,44.869033000000002,-123.229072000000002,
227,OR000791,HWB10,41053020304,MIDDLE FK ASH CREEK,State Highway Agency,202,11.0000000,3,23,8,30,,,1954,,,,3,12900,,666,647.991099999999960,44.856386000000001,-123.229288999999994,Functionally Obsolete
228,OR000792,HWB10,41005022800,HWY 51 SB,State Highway Agency,205,10.0000000,3,90,44,45,,,1971,,,,N,460,,767,2305.106699999999819,45.281744000000003,-122.768546999999998,Functionally Obsolete
229,OR000793,HWB10,41019060000,ROGERS RD CONN,State Highway Agency,201,13.0000000,3,37,15,0,,,1965,,,,N,28900,,766,1231.951499999999896,43.341296999999997,-123.331828000000002,
230,OR000794,HWB10,41019060000,ROGERS RD CONN,State Highway Agency,201,12.0000000,3,27,10,0,,,1954,,,,N,28900,,766,829.838399999999979,43.341177999999999,-123.331513999999999,
231,OR000795,HWB10,41019060000,I-5 @ WILBUR-UMPQUA RD,State Highway Agency,201,13.0000000,3,35,14,33,,,1965,,,,N,28900,,766,1165.359500000000025,43.325313999999999,-123.343433000000005,
232,OR000796,HWB10,41019050001,I-5 (HWY 001),State Highway Agency,204,9.0000000,5,70,17,0,,,1964,1964,,,N,156,,655,1613.574699999999893,43.421097000000003,-123.321308000000002,Functionally Obsolete
233,OR000797,HWB10,41019040000,CORP,State Highway Agency,204,14.0000000,3,51,20,45,,,1954,,,,N,21300,,566,1828.718000000000075,43.568266999999999,-123.274513999999996,
234,OR000798,HWB10,41019040000,CORP,State Highway Agency,204,13.0000000,5,64,20,43,,,1963,,,,N,21300,,666,2130.943099999999959,43.568635999999998,-123.274574999999999,
235,OR000799,HWB10,41019040000,YONCALLA CREEK,State Highway Agency,204,10.0000000,3,17,12,27,,,1954,,,,5,1200,,767,435.408999999999992,43.565375000000003,-123.280917000000002,Functionally Obsolete
236,OR000800,HWB10,41019040000,YONCALLA JCT,State Highway Agency,204,9.0000000,4,49,15,22,,,1954,,,,N,2000,,666,1129.502300000000105,43.563392000000000,-123.279893999999999,Functionally Obsolete
237,OR000801,HWB10,41019040000,RICE HILL FRONT RD,State Highway Agency,204,28.0000000,3,29,12,1,,,1963,1963,,,N,23000,,666,2079.718499999999949,43.534638999999999,-123.294561000000002,
238,OR000804,HWB10,41047010202,HWY 51,State Highway Agency,204,9.0000000,3,48,20,42,,,1954,,,,N,15800,,667,1106.451199999999972,45.203871999999997,-122.779317000000006,Functionally Obsolete
239,OR000807,HWB10,41019140000,I-5 @ BELLOWS ST,State Highway Agency,205,30.0000000,3,54,23,42,,,1976,,,,N,35400,,666,4149.192000000000007,43.214972000000003,-123.355947000000000,
240,OR000808,HWB10,41019130000,I-5 @ BELLOWS ST,State Highway Agency,205,9.0000000,3,52,22,49,,,1976,,,,N,5637,,666,1198.655500000000075,43.215119000000001,-123.355852999999996,
